0001001EM1200903.csv,1,BT3800(ZZZZ)00.00.00,,âÒòH1R,âÒòH1T,âÒòH2R,âÒòH2T,âÒòH3R,âÒòH3T,âÒòH4R,âÒòH4T,âÒòH5R,âÒòH5T,âÒòH6R,âÒòH6T,âÒòH7R,âÒòH7T,âÒòH8R,âÒòH8T,âÒòH9R,âÒòH9T,âÒòH10R,âÒòH10T,âÒòH11R,âÒòH11T,âÒòH12R,âÒòH12T,âÒòH13R,âÒòH13T,âÒòH14R,âÒòH14T,âÒòH15R,âÒòH15T,âÒòH16R,âÒòH16T
2013,8,13,7,0.33,0.35,0.02,0.77,0.36,0.67,0.92,0.71,0.91,0.62,0.49,0.99,0.82,0.67,0.92,1.03,0.33,0.35,0.02,0.77,0.36,0.67,0.92,0.71,0.91,0.62,0.49,0.99,0.82,0.67,0.92,1.03
2013,8,13,8,0.85,0.92,0.07,1.99,0.87,1.95,2.3,3.12,2,1.77,1.4,2.03,2.65,2.39,1.87,3.02,0.85,0.92,0.07,1.99,0.87,1.95,2.3,3.12,2,1.77,1.4,2.03,2.65,2.39,1.87,3.02
2013,8,13,9,1.49,1.54,0.06,3.87,1.56,4.37,3.77,7.61,4.2,2.81,2.87,3.91,5.6,4.39,4.24,7.82,1.49,1.54,0.06,3.87,1.56,4.37,3.77,7.61,4.2,2.81,2.87,3.91,5.6,4.39,4.24,7.82
2013,8,13,10,1.62,1.75,0.14,5.21,1.75,3.74,4.52,6.5,3.6,3.52,3.2,4.64,5.87,3.57,4.89,14.56,1.62,1.75,0.14,5.21,1.75,3.74,4.52,6.5,3.6,3.52,3.2,4.64,5.87,3.57,4.89,14.56
2013,8,13,11,0.9,0.98,0.08,2.82,0.97,2.61,2.17,3.66,1.92,1.4,0.94,2.32,2.04,2.24,3.05,5.65,0.9,0.98,0.08,2.82,0.97,2.61,2.17,3.66,1.92,1.4,0.94,2.32,2.04,2.24,3.05,5.65
2013,8,13,12,0.395,0.425,0.035,1.275,0.41,0.855,1.11,1.51,0.825,0.595,0.585,0.85,1.085,0.88,1.085,2.7,0.395,0.425,0.035,1.275,0.41,0.855,1.11,1.51,0.825,0.595,0.585,0.85,1.085,0.88,1.085,2.7
2013,8,13,13,0.94,1.03,0.1,2.72,1.02,2.07,2.01,5.28,2.49,1.84,1.15,2.02,1.93,2.21,3.01,5.19,0.94,1.03,0.1,2.72,1.02,2.07,2.01,5.28,2.49,1.84,1.15,2.02,1.93,2.21,3.01,5.19
2013,8,13,14,1.44,1.58,0.15,3.4,1.57,3.58,3.7,5.66,2.99,2.24,1.67,3.65,4.01,3.74,3.4,10.84,1.44,1.58,0.15,3.4,1.57,3.58,3.7,5.66,2.99,2.24,1.67,3.65,4.01,3.74,3.4,10.84
2013,8,13,15,0.77,0.83,0.06,2.46,0.85,1.62,1.93,3.07,1.6,1.22,1.21,1.64,2.14,1.55,1.8,6.81,0.77,0.83,0.06,2.46,0.85,1.62,1.93,3.07,1.6,1.22,1.21,1.64,2.14,1.55,1.8,6.81
2013,8,13,16,0.76,0.79,0.03,1.59,0.82,2.13,2.11,3.45,1.95,1.08,0.97,1.98,2.06,2.03,2.81,4.72,0.76,0.79,0.03,1.59,0.82,2.13,2.11,3.45,1.95,1.08,0.97,1.98,2.06,2.03,2.81,4.72
2013,8,13,17,0.79,0.83,0.04,2.03,0.83,1.93,2.05,3.83,1.77,0.98,1.26,1.62,2.07,2.11,2.26,5.54,0.79,0.83,0.04,2.03,0.83,1.93,2.05,3.83,1.77,0.98,1.26,1.62,2.07,2.11,2.26,5.54
2013,8,13,18,1.53,1.61,0.09,3.41,1.56,3.8,3.76,8.7,4.75,2.48,1.74,4.52,4.95,4.14,4.94,11.28,1.53,1.61,0.09,3.41,1.56,3.8,3.76,8.7,4.75,2.48,1.74,4.52,4.95,4.14,4.94,11.28
2013,8,13,19,1.79,1.92,0.14,5.54,1.95,4.98,4.45,8.12,4.95,4.72,2.69,4.58,7.5,4.95,5.46,12.34,1.79,1.92,0.14,5.54,1.95,4.98,4.45,8.12,4.95,4.72,2.69,4.58,7.5,4.95,5.46,12.34
2013,8,13,20,1.86,2.05,0.21,5.1,1.98,5.01,5.01,8.18,5.06,4.47,2.54,4.51,9.48,5.14,7.05,16.02,1.86,2.05,0.21,5.1,1.98,5.01,5.01,8.18,5.06,4.47,2.54,4.51,9.48,5.14,7.05,16.02
2013,8,13,21,1.5,1.65,0.17,4.72,1.58,4.27,4.05,6.64,3.45,2.57,2.69,4.48,5.63,3.22,5.2,11.41,1.5,1.65,0.17,4.72,1.58,4.27,4.05,6.64,3.45,2.57,2.69,4.48,5.63,3.22,5.2,11.41
2013,8,13,22,0.55,0.61,0.06,1.55,0.56,1.26,1.17,2.52,1.47,0.84,0.69,1.46,1.23,1.27,1.68,4.27,0.55,0.61,0.06,1.55,0.56,1.26,1.17,2.52,1.47,0.84,0.69,1.46,1.23,1.27,1.68,4.27
2013,8,13,23,0.32,0.33,0.01,0.95,0.35,0.77,0.93,1.11,0.71,0.57,0.52,0.87,0.71,0.72,1.06,2.52,0.32,0.33,0.01,0.95,0.35,0.77,0.93,1.11,0.71,0.57,0.52,0.87,0.71,0.72,1.06,2.52
2013,8,13,24,0.35,0.36,0.01,0.8,0.39,1.01,0.9,1.65,0.91,0.74,0.59,0.77,1.01,0.95,0.93,1.24,0.35,0.36,0.01,0.8,0.39,1.01,0.9,1.65,0.91,0.74,0.59,0.77,1.01,0.95,0.93,1.24
2013,8,14,1,0.25,0.26,0.01,0.6,0.28,0.63,0.71,1.02,0.54,0.41,0.3,0.52,0.73,0.64,0.71,0.56,0.25,0.26,0.01,0.6,0.28,0.63,0.71,1.02,0.54,0.41,0.3,0.52,0.73,0.64,0.71,0.56
2013,8,14,2,0.2,0.21,0.01,0.48,0.21,0.48,0.51,0.74,0.46,0.43,0.21,0.48,0.56,0.58,0.44,0.56,0.2,0.21,0.01,0.48,0.21,0.48,0.51,0.74,0.46,0.43,0.21,0.48,0.56,0.58,0.44,0.56
2013,8,14,3,0.34,0.36,0.02,0.98,0.37,1,0.94,0.97,0.88,0.66,0.43,0.75,0.79,0.78,0.7,0.73,0.34,0.36,0.02,0.98,0.37,1,0.94,0.97,0.88,0.66,0.43,0.75,0.79,0.78,0.7,0.73
2013,8,14,4,0.45,0.49,0.04,1.21,0.47,0.96,0.96,1.08,1.05,0.79,0.7,1.24,1.07,1.3,1.16,1.1,0.45,0.49,0.04,1.21,0.47,0.96,0.96,1.08,1.05,0.79,0.7,1.24,1.07,1.3,1.16,1.1
2013,8,14,5,0.42,0.44,0.02,1.12,0.45,1.08,1.02,0.92,1.03,0.63,0.46,0.85,1.05,1.03,1.24,1.01,0.42,0.44,0.02,1.12,0.45,1.08,1.02,0.92,1.03,0.63,0.46,0.85,1.05,1.03,1.24,1.01
2013,8,14,6,0.27,0.29,0.02,0.62,0.29,0.72,0.79,0.75,0.61,0.47,0.3,0.62,0.78,0.78,0.73,0.72,0.27,0.29,0.02,0.62,0.29,0.72,0.79,0.75,0.61,0.47,0.3,0.62,0.78,0.78,0.73,0.72
2013,8,14,7,0.34,0.37,0.03,0.75,0.35,0.72,0.88,0.89,0.8,0.67,0.4,0.71,0.83,0.69,0.74,0.85,0.34,0.37,0.03,0.75,0.35,0.72,0.88,0.89,0.8,0.67,0.4,0.71,0.83,0.69,0.74,0.85
2013,8,14,8,0.37,0.39,0.02,1,0.4,0.84,1.12,1.5,0.87,0.44,0.62,0.91,0.99,0.84,1.09,1.26,0.37,0.39,0.02,1,0.4,0.84,1.12,1.5,0.87,0.44,0.62,0.91,0.99,0.84,1.09,1.26
2013,8,14,9,0.93,0.95,0.02,2.65,1,1.9,2.81,4.83,1.87,1.05,1.59,2.43,2.62,2.57,3.73,4.14,0.93,0.95,0.02,2.65,1,1.9,2.81,4.83,1.87,1.05,1.59,2.43,2.62,2.57,3.73,4.14
2013,8,14,10,0.94,1.04,0.11,2.4,0.95,2.11,2.25,4.21,2.46,1.77,1.6,2.77,2.71,2.47,3.21,7.24,0.94,1.04,0.11,2.4,0.95,2.11,2.25,4.21,2.46,1.77,1.6,2.77,2.71,2.47,3.21,7.24
2013,8,14,11,1.38,1.45,0.08,3.24,1.44,3.2,3.12,5.8,3.03,2.06,2.35,3.5,5,2.95,3.95,10.41,1.38,1.45,0.08,3.24,1.44,3.2,3.12,5.8,3.03,2.06,2.35,3.5,5,2.95,3.95,10.41
2013,8,14,12,0.85,0.855,0.005,1.81,0.86,2.305,2.11,3.135,2.365,1.245,1.48,2.27,4.5,1.96,2.07,5.19,0.85,0.855,0.005,1.81,0.86,2.305,2.11,3.135,2.365,1.245,1.48,2.27,4.5,1.96,2.07,5.19
2013,8,14,13,1.44,1.57,0.15,3.5,1.56,2.97,3.63,5.81,3.4,3.09,2.02,4.2,4.46,4.3,5.38,7.18,1.44,1.57,0.15,3.5,1.56,2.97,3.63,5.81,3.4,3.09,2.02,4.2,4.46,4.3,5.38,7.18
2013,8,14,14,0.75,0.76,0.01,1.79,0.76,2.09,1.54,3.49,2.16,0.87,1.37,2.18,2.44,1.55,1.81,4.28,0.75,0.76,0.01,1.79,0.76,2.09,1.54,3.49,2.16,0.87,1.37,2.18,2.44,1.55,1.81,4.28
2013,8,14,15,1.89,2.01,0.13,5.93,1.96,5.36,4.22,10.13,4.81,2.72,3.77,4.63,8.54,4.44,5.46,12.7,1.89,2.01,0.13,5.93,1.96,5.36,4.22,10.13,4.81,2.72,3.77,4.63,8.54,4.44,5.46,12.7
2013,8,14,16,1.68,1.81,0.14,5.18,1.75,4.46,4.68,7.64,4.51,2.55,2.58,4.67,6.53,4.48,5.24,12.95,1.68,1.81,0.14,5.18,1.75,4.46,4.68,7.64,4.51,2.55,2.58,4.67,6.53,4.48,5.24,12.95
2013,8,14,17,1.08,1.13,0.05,3.16,1.19,2.81,2.68,5.28,3.09,1.5,2.1,3.21,2.84,2.87,3.6,7.6,1.08,1.13,0.05,3.16,1.19,2.81,2.68,5.28,3.09,1.5,2.1,3.21,2.84,2.87,3.6,7.6
2013,8,14,18,1,1.07,0.08,2.73,1.03,2.34,2.24,4.75,2.66,1.85,1.02,2.86,2.73,2.05,3.2,6.49,1,1.07,0.08,2.73,1.03,2.34,2.24,4.75,2.66,1.85,1.02,2.86,2.73,2.05,3.2,6.49
2013,8,14,19,0.87,0.92,0.05,2.63,0.88,1.92,2.35,3.99,1.81,1.7,1.05,2.17,1.94,2.08,2.69,5.46,0.87,0.92,0.05,2.63,0.88,1.92,2.35,3.99,1.81,1.7,1.05,2.17,1.94,2.08,2.69,5.46
2013,8,14,20,0.74,0.77,0.03,1.96,0.82,1.98,2.13,3.49,2,1.45,1.2,1.72,2.04,1.67,1.96,5.9,0.74,0.77,0.03,1.96,0.82,1.98,2.13,3.49,2,1.45,1.2,1.72,2.04,1.67,1.96,5.9
2013,8,14,21,0.81,0.86,0.05,2.29,0.87,1.68,2.23,2.81,1.94,1.62,1.55,1.72,1.97,1.87,2.54,6.48,0.81,0.86,0.05,2.29,0.87,1.68,2.23,2.81,1.94,1.62,1.55,1.72,1.97,1.87,2.54,6.48
2013,8,14,22,0.9,0.92,0.02,1.95,0.93,2.19,2.26,3.75,2.67,2.38,1.07,1.95,2.35,1.9,2.99,5.68,0.9,0.92,0.02,1.95,0.93,2.19,2.26,3.75,2.67,2.38,1.07,1.95,2.35,1.9,2.99,5.68
2013,8,14,23,0.58,0.62,0.05,1.68,0.63,1.24,1.66,2.31,1.59,1.57,0.99,1.26,1.73,1.26,1.42,5.21,0.58,0.62,0.05,1.68,0.63,1.24,1.66,2.31,1.59,1.57,0.99,1.26,1.73,1.26,1.42,5.21
2013,8,14,24,0.5,0.53,0.04,1.51,0.52,1.38,1.36,1.83,1.64,1.12,0.75,1.11,1.27,1.26,1.43,1.55,0.5,0.53,0.04,1.51,0.52,1.38,1.36,1.83,1.64,1.12,0.75,1.11,1.27,1.26,1.43,1.55
2013,8,15,1,0.61,0.66,0.05,1.41,0.64,1.43,1.62,1.95,1.54,1.02,1.08,1.36,1.43,1.49,1.68,1.35,0.61,0.66,0.05,1.41,0.64,1.43,1.62,1.95,1.54,1.02,1.08,1.36,1.43,1.49,1.68,1.35
2013,8,15,2,0.35,0.38,0.03,0.76,0.37,0.96,1.03,1.48,0.94,0.67,0.54,0.85,0.91,0.86,0.96,1.05,0.35,0.38,0.03,0.76,0.37,0.96,1.03,1.48,0.94,0.67,0.54,0.85,0.91,0.86,0.96,1.05
2013,8,15,3,0.19,0.2,0.01,0.46,0.2,0.46,0.51,0.48,0.54,0.29,0.31,0.51,0.47,0.49,0.56,0.53,0.19,0.2,0.01,0.46,0.2,0.46,0.51,0.48,0.54,0.29,0.31,0.51,0.47,0.49,0.56,0.53
2013,8,15,4,0.22,0.24,0.02,0.51,0.23,0.62,0.68,0.55,0.45,0.33,0.38,0.49,0.57,0.56,0.65,0.64,0.22,0.24,0.02,0.51,0.23,0.62,0.68,0.55,0.45,0.33,0.38,0.49,0.57,0.56,0.65,0.64
2013,8,15,5,0.22,0.24,0.02,0.56,0.23,0.48,0.62,0.63,0.58,0.24,0.41,0.66,0.64,0.49,0.62,0.6,0.22,0.24,0.02,0.56,0.23,0.48,0.62,0.63,0.58,0.24,0.41,0.66,0.64,0.49,0.62,0.6
2013,8,15,6,0.44,0.46,0.02,1.22,0.48,1.15,1.02,1.06,0.95,0.8,0.64,1,1.17,1.32,0.98,1.3,0.44,0.46,0.02,1.22,0.48,1.15,1.02,1.06,0.95,0.8,0.64,1,1.17,1.32,0.98,1.3
2013,8,15,7,0.22,0.23,0.01,0.61,0.23,0.63,0.48,0.51,0.51,0.27,0.43,0.46,0.46,0.57,0.47,0.58,0.22,0.23,0.01,0.61,0.23,0.63,0.48,0.51,0.51,0.27,0.43,0.46,0.46,0.57,0.47,0.58
2013,8,15,8,0.57,0.61,0.04,1.35,0.62,1.4,1.6,1.84,1.5,1.06,0.95,1.29,1.61,1.44,1.64,1.88,0.57,0.61,0.04,1.35,0.62,1.4,1.6,1.84,1.5,1.06,0.95,1.29,1.61,1.44,1.64,1.88
2013,8,15,9,1.21,1.28,0.07,3.1,1.27,2.95,3.17,4.68,2.57,1.93,1.56,3.41,3.16,3.34,3.52,5.65,1.21,1.28,0.07,3.1,1.27,2.95,3.17,4.68,2.57,1.93,1.56,3.41,3.16,3.34,3.52,5.65
2013,8,15,10,1.01,1.07,0.06,2.36,1.11,2.51,2.64,5.21,2.73,1.12,1.95,2.51,2.79,2.19,2.81,6.89,1.01,1.07,0.06,2.36,1.11,2.51,2.64,5.21,2.73,1.12,1.95,2.51,2.79,2.19,2.81,6.89
2013,8,15,11,1.31,1.32,0.01,3.52,1.37,3.58,3.66,6.22,3.44,2,1.76,3.71,4.5,3.69,3.91,10.85,1.31,1.32,0.01,3.52,1.37,3.58,3.66,6.22,3.44,2,1.76,3.71,4.5,3.69,3.91,10.85
2013,8,15,12,0.34,0.365,0.025,1.015,0.365,0.735,0.77,1.66,0.775,0.655,0.47,0.71,0.91,0.75,0.93,2.865,0.34,0.365,0.025,1.015,0.365,0.735,0.77,1.66,0.775,0.655,0.47,0.71,0.91,0.75,0.93,2.865
2013,8,15,13,0.72,0.73,0.01,2.11,0.78,1.46,2.12,3.78,1.6,1.37,0.89,1.82,2.1,1.86,2.14,3.01,0.72,0.73,0.01,2.11,0.78,1.46,2.12,3.78,1.6,1.37,0.89,1.82,2.1,1.86,2.14,3.01
2013,8,15,14,0.85,0.87,0.02,1.99,0.9,2.4,1.9,4.52,2.1,1.25,1.62,2.29,2.37,2.34,2.79,5.54,0.85,0.87,0.02,1.99,0.9,2.4,1.9,4.52,2.1,1.25,1.62,2.29,2.37,2.34,2.79,5.54
2013,8,15,15,0.76,0.82,0.07,2.13,0.8,1.72,1.9,2.84,1.84,1.24,0.83,1.76,2.12,2.13,1.87,4.76,0.76,0.82,0.07,2.13,0.8,1.72,1.9,2.84,1.84,1.24,0.83,1.76,2.12,2.13,1.87,4.76
2013,8,15,16,0.66,0.69,0.03,1.46,0.69,1.78,1.37,3.22,1.74,1.05,0.94,1.97,1.61,1.88,1.55,3.13,0.66,0.69,0.03,1.46,0.69,1.78,1.37,3.22,1.74,1.05,0.94,1.97,1.61,1.88,1.55,3.13
2013,8,15,17,0.56,0.57,0.01,1.38,0.6,1.45,1.69,2.64,1.52,1.17,0.86,1.61,1.42,1.31,1.57,3.71,0.56,0.57,0.01,1.38,0.6,1.45,1.69,2.64,1.52,1.17,0.86,1.61,1.42,1.31,1.57,3.71
2013,8,15,18,1.02,1.13,0.12,2.97,1.04,2.49,2.98,4.18,2.41,1.98,1.1,2.27,3.31,2.41,2.88,8.61,1.02,1.13,0.12,2.97,1.04,2.49,2.98,4.18,2.41,1.98,1.1,2.27,3.31,2.41,2.88,8.61
2013,8,15,19,1.6,1.68,0.09,3.45,1.66,4.4,3.89,6.04,4.35,3.55,3.2,3.22,6.03,4.14,6.19,10.98,1.6,1.68,0.09,3.45,1.66,4.4,3.89,6.04,4.35,3.55,3.2,3.22,6.03,4.14,6.19,10.98
2013,8,15,20,0.97,1.02,0.05,2.82,1.03,2.02,2.14,4.25,2.66,2.36,1.52,2.1,2.81,2.37,2.83,7.01,0.97,1.02,0.05,2.82,1.03,2.02,2.14,4.25,2.66,2.36,1.52,2.1,2.81,2.37,2.83,7.01
2013,8,15,21,1.02,1.12,0.11,2.29,1.06,2.85,3.04,4.56,2.09,1.79,1.15,2.44,2.39,2.49,3.43,6.41,1.02,1.12,0.11,2.29,1.06,2.85,3.04,4.56,2.09,1.79,1.15,2.44,2.39,2.49,3.43,6.41
2013,8,15,22,0.65,0.67,0.02,1.87,0.72,1.53,1.4,2.62,1.4,1.82,0.83,1.91,1.83,1.65,2.18,4.58,0.65,0.67,0.02,1.87,0.72,1.53,1.4,2.62,1.4,1.82,0.83,1.91,1.83,1.65,2.18,4.58
2013,8,15,23,0.71,0.77,0.07,1.93,0.78,1.87,2.09,2.78,1.95,1.67,1.17,2.12,1.74,1.52,2.14,5,0.71,0.77,0.07,1.93,0.78,1.87,2.09,2.78,1.95,1.67,1.17,2.12,1.74,1.52,2.14,5
2013,8,15,24,0.3,0.32,0.02,0.94,0.33,0.69,0.78,1.43,0.75,0.69,0.51,0.88,0.73,0.89,0.97,1.91,0.3,0.32,0.02,0.94,0.33,0.69,0.78,1.43,0.75,0.69,0.51,0.88,0.73,0.89,0.97,1.91
2013,8,16,1,0.24,0.25,0.01,0.6,0.26,0.61,0.56,1.05,0.55,0.26,0.48,0.68,0.72,0.64,0.54,0.6,0.24,0.25,0.01,0.6,0.26,0.61,0.56,1.05,0.55,0.26,0.48,0.68,0.72,0.64,0.54,0.6
2013,8,16,2,0.23,0.24,0.01,0.62,0.24,0.49,0.57,1.05,0.55,0.39,0.27,0.55,0.48,0.64,0.5,0.54,0.23,0.24,0.01,0.62,0.24,0.49,0.57,1.05,0.55,0.39,0.27,0.55,0.48,0.64,0.5,0.54
2013,8,16,3,0.21,0.22,0.01,0.47,0.22,0.48,0.63,0.52,0.57,0.22,0.25,0.56,0.53,0.6,0.55,0.48,0.21,0.22,0.01,0.47,0.22,0.48,0.63,0.52,0.57,0.22,0.25,0.56,0.53,0.6,0.55,0.48
2013,8,16,4,0.48,0.51,0.03,1.32,0.53,1.35,1.4,1.29,0.98,0.59,0.67,1.16,1.13,1.08,1.14,1.4,0.48,0.51,0.03,1.32,0.53,1.35,1.4,1.29,0.98,0.59,0.67,1.16,1.13,1.08,1.14,1.4
2013,8,16,5,0.34,0.35,0.01,1.03,0.35,0.72,0.8,0.97,0.89,0.43,0.37,0.93,0.95,0.75,0.74,0.95,0.34,0.35,0.01,1.03,0.35,0.72,0.8,0.97,0.89,0.43,0.37,0.93,0.95,0.75,0.74,0.95
2013,8,16,6,0.21,0.22,0.01,0.65,0.23,0.43,0.62,0.44,0.62,0.38,0.41,0.62,0.44,0.53,0.49,0.55,0.21,0.22,0.01,0.65,0.23,0.43,0.62,0.44,0.62,0.38,0.41,0.62,0.44,0.53,0.49,0.55
2013,8,16,7,0.22,0.24,0.02,0.58,0.23,0.56,0.49,0.6,0.46,0.23,0.31,0.46,0.61,0.55,0.49,0.57,0.22,0.24,0.02,0.58,0.23,0.56,0.49,0.6,0.46,0.23,0.31,0.46,0.61,0.55,0.49,0.57
2013,8,16,8,0.72,0.79,0.07,1.94,0.73,1.48,1.64,2.98,1.46,1.22,0.76,1.65,1.79,2.16,1.97,2.13,0.72,0.79,0.07,1.94,0.73,1.48,1.64,2.98,1.46,1.22,0.76,1.65,1.79,2.16,1.97,2.13
2013,8,16,9,1.22,1.25,0.03,2.81,1.26,2.67,3.23,5.6,2.63,1.99,1.67,2.82,3.12,2.84,4.88,6.65,1.22,1.25,0.03,2.81,1.26,2.67,3.23,5.6,2.63,1.99,1.67,2.82,3.12,2.84,4.88,6.65
2013,8,16,10,0.99,1,0.01,2.64,1.06,2.09,2.04,4.36,2.93,1.05,1.52,2.68,2.89,2.85,3.27,6.24,0.99,1,0.01,2.64,1.06,2.09,2.04,4.36,2.93,1.05,1.52,2.68,2.89,2.85,3.27,6.24
2013,8,16,11,0.75,0.78,0.03,2.14,0.78,1.85,1.55,4.06,1.69,1.26,1.19,1.81,1.82,1.73,2.15,4.04,0.75,0.78,0.03,2.14,0.78,1.85,1.55,4.06,1.69,1.26,1.19,1.81,1.82,1.73,2.15,4.04
2013,8,16,12,0.3,0.305,0.005,0.76,0.31,0.725,0.62,1.225,0.805,0.39,0.325,0.71,0.8,0.87,0.885,1.805,0.3,0.305,0.005,0.76,0.31,0.725,0.62,1.225,0.805,0.39,0.325,0.71,0.8,0.87,0.885,1.805
2013,8,16,13,0.79,0.85,0.07,1.75,0.85,1.94,2.12,4.55,1.93,0.95,1.06,2.36,1.94,2.36,2.01,2.96,0.79,0.85,0.07,1.75,0.85,1.94,2.12,4.55,1.93,0.95,1.06,2.36,1.94,2.36,2.01,2.96
2013,8,16,14,0.93,1.01,0.09,2.54,0.94,1.89,1.95,4.33,2.16,1.83,1.31,2.34,2.11,2.38,2.58,5.04,0.93,1.01,0.09,2.54,0.94,1.89,1.95,4.33,2.16,1.83,1.31,2.34,2.11,2.38,2.58,5.04
2013,8,16,15,0.59,0.62,0.03,1.55,0.62,1.46,1.68,2.72,1.52,0.6,0.77,1.58,1.61,1.68,1.79,4.87,0.59,0.62,0.03,1.55,0.62,1.46,1.68,2.72,1.52,0.6,0.77,1.58,1.61,1.68,1.79,4.87
2013,8,16,16,1.47,1.48,0.01,4.12,1.52,3.08,4.01,5.98,3.7,1.68,2.77,3.17,6.4,2.97,3.68,10.18,1.47,1.48,0.01,4.12,1.52,3.08,4.01,5.98,3.7,1.68,2.77,3.17,6.4,2.97,3.68,10.18
2013,8,16,17,1.83,1.91,0.08,5.12,1.86,4.12,4.61,7.52,4.65,2.82,3.6,4.36,7.33,3.87,5.44,15.57,1.83,1.91,0.08,5.12,1.86,4.12,4.61,7.52,4.65,2.82,3.6,4.36,7.33,3.87,5.44,15.57
2013,8,16,18,1.45,1.56,0.11,4.01,1.54,4.05,3.42,6.79,3.53,3.11,2.7,3.71,5.37,3.55,4.17,10.58,1.45,1.56,0.11,4.01,1.54,4.05,3.42,6.79,3.53,3.11,2.7,3.71,5.37,3.55,4.17,10.58
2013,8,16,19,0.92,0.95,0.04,2.42,0.97,2.41,2.39,4.36,2.85,1.74,1.55,2.58,2.76,2.11,3.4,8.31,0.92,0.95,0.04,2.42,0.97,2.41,2.39,4.36,2.85,1.74,1.55,2.58,2.76,2.11,3.4,8.31
2013,8,16,20,0.75,0.83,0.09,1.99,0.83,1.61,1.76,3.6,2.01,2.1,1.21,2.17,1.69,2.09,2.14,4.63,0.75,0.83,0.09,1.99,0.83,1.61,1.76,3.6,2.01,2.1,1.21,2.17,1.69,2.09,2.14,4.63
2013,8,16,21,0.75,0.78,0.04,1.82,0.76,1.73,1.94,3.31,2.12,1.9,1.09,1.73,2.18,1.86,2.5,5.75,0.75,0.78,0.04,1.82,0.76,1.73,1.94,3.31,2.12,1.9,1.09,1.73,2.18,1.86,2.5,5.75
2013,8,16,22,0.89,0.95,0.06,1.95,0.98,1.79,2.26,4.05,2.21,2.16,1.2,1.94,2.32,1.85,2.88,7.66,0.89,0.95,0.06,1.95,0.98,1.79,2.26,4.05,2.21,2.16,1.2,1.94,2.32,1.85,2.88,7.66
2013,8,16,23,0.58,0.6,0.02,1.29,0.62,1.6,1.75,2.04,1.65,0.9,0.86,1.32,1.64,1.18,1.7,4.27,0.58,0.6,0.02,1.29,0.62,1.6,1.75,2.04,1.65,0.9,0.86,1.32,1.64,1.18,1.7,4.27
2013,8,16,24,0.44,0.48,0.04,1.33,0.47,0.9,0.98,1.84,1.27,0.86,0.66,1.18,0.89,1.17,1.42,2.04,0.44,0.48,0.04,1.33,0.47,0.9,0.98,1.84,1.27,0.86,0.66,1.18,0.89,1.17,1.42,2.04
2013,8,17,1,0.27,0.3,0.03,0.72,0.29,0.69,0.6,0.98,0.65,0.3,0.44,0.56,0.57,0.72,0.82,0.7,0.27,0.3,0.03,0.72,0.29,0.69,0.6,0.98,0.65,0.3,0.44,0.56,0.57,0.72,0.82,0.7
2013,8,17,2,0.51,0.55,0.05,1.31,0.52,1.38,1.17,2.4,1.47,0.54,0.57,1.14,1.1,1.38,1.12,1.31,0.51,0.55,0.05,1.31,0.52,1.38,1.17,2.4,1.47,0.54,0.57,1.14,1.1,1.38,1.12,1.31
2013,8,17,3,0.23,0.25,0.02,0.61,0.26,0.48,0.52,0.51,0.61,0.34,0.3,0.58,0.51,0.6,0.53,0.49,0.23,0.25,0.02,0.61,0.26,0.48,0.52,0.51,0.61,0.34,0.3,0.58,0.51,0.6,0.53,0.49
2013,8,17,4,0.22,0.23,0.01,0.56,0.23,0.45,0.66,0.61,0.65,0.29,0.34,0.52,0.53,0.46,0.64,0.55,0.22,0.23,0.01,0.56,0.23,0.45,0.66,0.61,0.65,0.29,0.34,0.52,0.53,0.46,0.64,0.55
2013,8,17,5,0.64,0.67,0.03,1.63,0.65,1.41,1.59,1.72,1.85,1.27,0.65,1.49,1.4,1.9,1.32,1.66,0.64,0.67,0.03,1.63,0.65,1.41,1.59,1.72,1.85,1.27,0.65,1.49,1.4,1.9,1.32,1.66
2013,8,17,6,0.19,0.2,0.01,0.41,0.2,0.48,0.57,0.55,0.52,0.33,0.28,0.47,0.56,0.52,0.42,0.47,0.19,0.2,0.01,0.41,0.2,0.48,0.57,0.55,0.52,0.33,0.28,0.47,0.56,0.52,0.42,0.47
2013,8,17,7,0.31,0.32,0.01,0.78,0.33,0.89,0.94,0.91,0.81,0.44,0.56,0.63,0.63,0.87,0.84,0.93,0.31,0.32,0.01,0.78,0.33,0.89,0.94,0.91,0.81,0.44,0.56,0.63,0.63,0.87,0.84,0.93
2013,8,17,8,0.32,0.35,0.04,0.9,0.35,0.91,0.75,1.34,0.96,0.47,0.6,0.81,0.72,0.86,0.75,0.83,0.32,0.35,0.04,0.9,0.35,0.91,0.75,1.34,0.96,0.47,0.6,0.81,0.72,0.86,0.75,0.83
2013,8,17,9,0.25,0.27,0.02,0.68,0.26,0.65,0.6,0.96,0.54,0.5,0.4,0.56,0.53,0.51,0.7,0.59,0.25,0.27,0.02,0.68,0.26,0.65,0.6,0.96,0.54,0.5,0.4,0.56,0.53,0.51,0.7,0.59
2013,8,17,10,0.41,0.43,0.02,1.04,0.43,1.17,1.03,1.87,1.02,0.61,0.81,1.14,1.03,1.19,1.05,1.12,0.41,0.43,0.02,1.04,0.43,1.17,1.03,1.87,1.02,0.61,0.81,1.14,1.03,1.19,1.05,1.12
